,title,行驶距离(万公里),year,上牌时间,年检到期,保险到期,price,车辆级别,车身颜色,驱动方式,出厂日期,brands,label_price,label1_行驶距离
455,宝马X6 2021款 xDrive40i M运动套装,2.33,2022,2022-01,2024-01,2024-01,69.8,中大型SUV,蓝色,前置四驱,2022,宝马,大于20,0.00-3.01
456,保时捷911 2020款 Carrera 3.0T,1.15,2021,2021-08,2023-08,2023-08,119.0,跑车,白色,后置后驱,2021,保时捷,,0.00-3.01
457,高合HiPhi X 2021款 旗舰版6座,1.68,2021,2021-12,2023-12,2023-12,44.9,中大型SUV,黄/橙色,双电机四驱,2021,高合,大于20,0.00-3.01
458,奔驰V级 2020款 V 260 尊贵版,2.8,2021,2021-01,2025-01,2024-01,46.5,中大型SUV,黑色,前置后驱,2021,奔驰,大于20,0.00-3.01
459,帕杰罗(进口)V97 2018款 3.8L 中东版,7.5,2018,2018-07,2024-07,2023-04,24.9,中大型SUV,白色,前置四驱,2018,帕杰罗,大于20,6.01-9.01
460,发现 2023款 改款 360PS R-Dynamic S,0.01,2023,2023-03,2025-03,2023-05,66.9,中大型SUV,白色,前置四驱,2023,发现,大于20,0.00-3.01
461,奥迪Q7 2021款 45 TFSI quattro S line运动型,1.8,2021,2021-07,2023-07,2023-07,52.9,中大型SUV,黑色,前置四驱,2021,奥迪,大于20,0.00-3.01
462,奥迪A6L 2019款 45 TFSI 臻选动感型,4.9,2019,2019-11,2023-11,2023-11,30.9,中大型车,黑色,前置前驱,2019,奥迪,大于20,3.01-6.01
463,雷克萨斯LX 2019款 570 尊贵豪华版,2.9,2020,2020-01,2024-01,2024-01,169.9,大型SUV,白色,前置四驱,2020,雷克萨斯,,0.00-3.01
464,宝马X5进口 2021款 改款 xDrive40i 尊享型 M运动套装,3.04,2021,2021-09,2023-09,2023-09,71.9,中大型SUV,蓝色,前置四驱,2021,宝马,大于20,3.01-6.01
465,奔驰GLE 2020款 改款 GLE 350 4MATIC 时尚型,3.7,2020,2020-05,2024-05,2023-05,62.3,中大型SUV,黑色,前置四驱,2020,奔驰,大于20,3.01-6.01
466,雷克萨斯LX 2019款 570 动感豪华版,2.68,2019,2019-05,2023-05,2023-05,152.5,大型SUV,黑色,前置四驱,2019,雷克萨斯,,0.00-3.01
467,奥迪Q7 2021款 45 TFSI quattro S line运动型,2.35,2021,2021-04,2023-04,2023-04,51.9,中大型SUV,黑色,前置四驱,2021,奥迪,大于20,0.00-3.01
468,宝马6系GT 2021款 改款 630i M运动套装,0.42,2023,2023-02,2025-02,2023-12,53.9,中大型车,白色,前置后驱,2023,宝马,大于20,0.00-3.01
469,奥迪A6L 2021款 45 TFSI 臻选致雅型,4.7,2021,2021-09,2023-09,2023-09,33.5,中大型车,黑色,前置前驱,2021,奥迪,大于20,3.01-6.01
470,牧马人 2019款 2.0T Sahara 四门版 国V,2.0,2020,2020-01,2024-01,2023-11,40.9,中型SUV,银/灰色,前置四驱,2020,牧马人,大于20,0.00-3.01
471,奔驰GLE 2021款 GLE 350 4MATIC 动感型,2.8,2021,2021-01,2025-01,2024-01,62.3,中大型SUV,黑色,前置四驱,2021,奔驰,大于20,0.00-3.01
472,牧马人 2021款 2.0T 撒哈拉四门版,3.8,2021,2021-05,2023-05,2023-05,41.9,中型SUV,银/灰色,前置四驱,2021,牧马人,大于20,3.01-6.01
473,角斗士 2022款 3.6L 先行版,0.01,2023,2023-03,2025-03,2023-03,44.9,皮卡,红/紫色,前置四驱,2023,角斗士,大于20,0.00-3.01
474,角斗士 2022款 3.6L 先行版,0.01,2023,2023-03,2025-03,2023-03,43.9,皮卡,红/紫色,前置四驱,2023,角斗士,大于20,0.00-3.01
475,沃尔沃XC90 2021款 B5 智行豪华版 7座,4.4,2021,2021-04,2023-04,2023-03,41.9,中大型SUV,黑色,前置四驱,2021,沃尔沃,大于20,3.01-6.01
476,揽胜 2022款 3.0 L6 400PS 传世加长经典版,1.46,2022,2022-01,2024-01,2024-01,143.8,中大型SUV,蓝色,前置四驱,2022,揽胜,,0.00-3.01
477,揽胜 2020款 3.0 L6 传世版,2.1,2021,2021-01,2025-01,2024-01,120.8,中大型SUV,白色,前置四驱,2021,揽胜,,0.00-3.01
478,宝马5系 2022款 改款 530Li 领先型 M运动套装,0.78,2022,2022-01,2024-01,2024-01,40.9,中大型车,白色,前置后驱,2022,宝马,大于20,0.00-3.01
479,奥迪Q7 2013款 35 TFSI 进取型,16.65,2013,2013-03,2023-03,2023-03,18.38,中大型SUV,黑色,前置四驱,2013,奥迪,18.03 - 20.00,大于12.01
480,宝马X5 M 2020款 X5 M,1.6,2021,2021-02,2025-02,2024-02,109.0,中大型SUV,银/灰色,前置四驱,2021,宝马,,0.00-3.01
481,宝马X5进口 2022款 xDrive30i M运动套装,0.6,2022,2022-02,2024-02,2024-02,60.9,中大型SUV,白色,前置四驱,2022,宝马,大于20,0.00-3.01
482,路虎卫士 2020款 110 P400 HSE,1.7,2020,2020-07,2024-07,2023-07,77.0,中大型SUV,香槟/棕色,前置四驱,2020,路虎卫士,大于20,0.00-3.01
483,唐新能源 2021款 DM-i 112KM 尊荣型,2.3,2021,2021-10,2023-10,2023-10,16.98,中型SUV,银/灰色,前置前驱,2021,唐新能源,16.07 - 18.03,0.00-3.01
484,宝马3系 2020款 改款 325i M运动曜夜套装,2.8,2020,2020-09,2024-09,2023-09,25.78,中型车,蓝色,前置后驱,2020,宝马,大于20,0.00-3.01
485,途昂 2017款 380TSI 四驱旗舰版,11.0,2017,2017-11,2023-11,2023-11,18.98,中大型SUV,白色,前置四驱,2017,途昂,18.03 - 20.00,9.01-12.01
486,奔驰GLA 2022款 GLA 200,1.58,2021,2021-10,2023-10,2023-10,21.68,紧凑型SUV,白色,前置前驱,2021,奔驰,大于20,0.00-3.01
487,哈弗H6 2018款 蓝标 运动版 1.5T 自动两驱精英型,5.4,2019,2019-04,2025-04,2024-04,6.98,紧凑型SUV,黑色,前置前驱,2019,哈弗,6.23 - 8.20,3.01-6.01
488,迈锐宝XL 2020款 535T CVT锐动版,3.4,2021,2021-04,2025-04,2024-04,9.38,中型车,银/灰色,前置前驱,2021,迈锐宝,8.20 - 10.17,3.01-6.01
489,奔驰C级 2022款 C 200 L 运动版,1.9,2022,2022-03,2024-03,2024-03,27.98,中型车,白色,前置后驱,2022,奔驰,大于20,0.00-3.01
490,奥迪A4L 2017款 Plus 40 TFSI 时尚型,6.01,2017,2017-06,2023-06,2023-06,16.2,中型车,香槟/棕色,前置前驱,2017,奥迪,16.07 - 18.03,3.01-6.01
491,海豚 2021款 405km 时尚版,1.9,2022,2022-02,2024-02,2024-02,9.2,小型车,银/灰色,前置前驱,2022,海豚,8.20 - 10.17,0.00-3.01
492,兰德酷路泽(进口) 2019款 4.0L 中东版,5.7,2019,2019-07,2023-07,2023-07,67.88,中大型SUV,白色,前置四驱,2019,兰德酷路泽,大于20,3.01-6.01
493,凯迪拉克XTS 2018款 28T 技术型,5.7,2019,2019-03,2025-03,2024-03,16.5,中大型车,黑色,前置前驱,2019,凯迪拉克,16.07 - 18.03,3.01-6.01
494,昂科威 2016款 20T 两驱领先型,12.5,2015,2015-10,2023-10,2023-10,7.6,中型SUV,红/紫色,前置前驱,2015,昂科威,6.23 - 8.20,大于12.01
495,领克02 2018款 1.5T DCT两驱耀Pro版 国V,4.0,2018,2018-08,2024-08,2023-08,8.18,紧凑型SUV,银/灰色,前置前驱,2018,领克,6.23 - 8.20,3.01-6.01
496,途乐 2018款 4.0L 领英型,10.0,2017,2017-06,2023-06,2023-06,30.2,大型SUV,白色,前置四驱,2017,途乐,大于20,9.01-12.01
497,本田XR-V 2015款 1.8L VTi CVT豪华版,4.0,2016,2016-10,2023-10,2023-10,8.68,小型SUV,蓝色,前置前驱,2016,本田,8.20 - 10.17,3.01-6.01
498,柯迪亚克 2017款 TSI330 5座两驱豪华版,9.4,2017,2017-06,2023-06,2023-06,9.88,中型SUV,白色,前置前驱,2017,柯迪亚克,8.20 - 10.17,9.01-12.01
499,埃尔法 2015款 3.5L 尊贵版,9.0,2016,2016-08,2023-08,2023-08,68.68,中型SUV,白色,前置前驱,2016,埃尔法,大于20,6.01-9.01
500,宝马X1 2020款 sDrive25Li 领先型,3.0,2021,2021-07,2023-07,2023-07,20.28,紧凑型SUV,蓝色,前置前驱,2021,宝马,大于20,0.00-3.01
501,奥迪A6L 2022款 45 TFSI 臻选动感型,4.4,2022,2022-02,2024-02,2024-02,34.98,中大型车,黑色,前置前驱,2022,奥迪,大于20,3.01-6.01
502,奔驰S级 2022款 S 450 L 4MATIC,0.9,2021,2021-12,2023-12,2023-12,111.9,大型车,黑色,前置四驱,2021,奔驰,,0.00-3.01
503,帕萨特 2017款 330TSI DSG尊荣版,5.9,2018,2018-04,2024-04,2024-04,11.6,中型车,黑色,前置前驱,2018,帕萨特,10.17 - 12.13,3.01-6.01
504,发现 2020款 3.0 SC V6 30周年特别版,1.9,2021,2021-01,2025-01,2024-01,52.98,中大型SUV,银/灰色,前置四驱,2021,发现,大于20,0.00-3.01
505,宝来 2018款 1.5L 自动时尚型,9.0,2017,2017-11,2023-11,2023-11,6.5,紧凑型车,白色,前置前驱,2017,宝来,6.23 - 8.20,6.01-9.01
506,福克斯 2012款 两厢 1.6L 自动风尚型,10.0,2014,2014-06,2023-06,2023-06,2.98,紧凑型车,黄/橙色,前置前驱,2014,福克斯,2.30 - 4.27,9.01-12.01
507,马自达3 昂克赛拉 2016款 三厢 1.5L 自动豪华型,11.0,2016,2016-08,2023-08,2023-08,6.8,紧凑型车,银/灰色,前置前驱,2016,马自达,6.23 - 8.20,9.01-12.01
508,宝骏510 2017款 1.5L 自动豪华型,3.6,2018,2018-04,2024-04,2024-04,4.78,小型SUV,黄/橙色,前置前驱,2018,宝骏,4.27 - 6.23,3.01-6.01
509,英朗 2017款 15N 自动精英型,9.4,2017,2017-09,2023-09,2023-09,5.58,紧凑型车,白色,前置前驱,2017,英朗,4.27 - 6.23,9.01-12.01
510,索兰托 2013款 2.4L 7座汽油豪华版 国V,13.0,2013,2013-08,2023-08,2023-08,6.88,中型SUV,蓝色,前置四驱,2013,索兰托,6.23 - 8.20,大于12.01
511,Cayenne 2011款 Cayenne S 4.8L,16.3,2013,2013-01,2024-01,2024-01,29.8,中大型SUV,香槟/棕色,前置四驱,2013,Cayenne,大于20,大于12.01
512,锐界 2018款 EcoBoost 245 四驱豪锐型 7座,8.8,2018,2018-02,2024-02,2024-02,15.98,中型SUV,白色,前置四驱,2018,锐界,14.10 - 16.07,6.01-9.01
513,帕萨特 2017款 330TSI DSG尊荣版,8.7,2018,2018-03,2024-03,2024-03,11.98,中型车,黑色,前置前驱,2018,帕萨特,10.17 - 12.13,6.01-9.01
514,宝马1系 2021款 125i M运动曜夜版,1.3,2022,2022-03,2024-03,2024-03,16.68,紧凑型车,白色,前置前驱,2022,宝马,16.07 - 18.03,0.00-3.01
515,宝马X5(进口) 2015款 X5 美规版,10.7,2016,2016-03,2023-03,2023-03,30.88,中大型SUV,白色,前置四驱,2016,宝马,大于20,9.01-12.01
516,奕泽E进擎 2020款 E·智享版,2.6,2021,2021-01,2025-01,2024-01,11.58,小型SUV,白色,前置前驱,2021,奕泽,10.17 - 12.13,0.00-3.01
517,东风本田X-NV 2020款 电掣版,4.2,2019,2019-11,2023-11,2023-11,8.48,小型SUV,红/紫色,前置前驱,2019,东风本田,8.20 - 10.17,3.01-6.01
518,捷豹XEL 2021款 2.0T 250PS R-DYNAMIC S进取运动版,0.74,2021,2021-09,2023-09,2023-09,20.68,中型车,绿色,前置后驱,2021,捷豹,大于20,0.00-3.01
519,奔驰GLK级 2014款 GLK 260 4MATIC 动感型,9.1,2014,2014-12,2023-12,2023-12,13.38,中型SUV,白色,前置四驱,2014,奔驰,12.13 - 14.10,9.01-12.01
520,宝马5系 2013款 525Li 豪华型,7.3,2013,2013-03,2024-03,2024-03,15.8,中大型车,黑色,前置后驱,2013,宝马,14.10 - 16.07,6.01-9.01
521,普拉多(进口) 2014款 中东版,15.0,2015,2015-02,2024-02,2024-02,27.48,中大型SUV,白色,前置四驱,2015,普拉多,大于20,大于12.01
522,MINI 2021款 1.5T COOPER 经典派 五门版,2.4,2021,2021-01,2025-01,2024-01,17.68,小型车,银/灰色,前置前驱,2021,MINI,16.07 - 18.03,0.00-3.01
523,奔驰GLC 2018款 GLC 260 4MATIC 豪华型,6.8,2018,2018-01,2024-01,2024-01,22.8,中型SUV,白色,前置四驱,2018,奔驰,大于20,6.01-9.01
524,奔驰E级 2019款 E 300 L 运动时尚型,8.1,2019,2019-03,2025-03,2024-03,33.98,中大型车,黑色,前置后驱,2019,奔驰,大于20,6.01-9.01
525,奔驰E级进口 2009款 E 300 优雅型,9.0,2010,2010-05,2024-05,2024-05,8.5,中大型车,黑色,前置后驱,2010,奔驰,8.20 - 10.17,6.01-9.01
526,别克GL8 2018款 28T 豪华型 国VI,8.4,2020,2020-01,2024-01,2024-01,18.38,中大型车,香槟/棕色,前置前驱,2020,别克,18.03 - 20.00,6.01-9.01
527,凯路威 2019款 2.0TSI 四驱舒适版 7座,6.8,2019,2019-06,2023-06,2023-06,28.98,中大型SUV,黑色,前置四驱,2019,凯路威,大于20,6.01-9.01
528,奔驰GLC 2020款 改款 GLC 260 L 4MATIC 动感型,2.8,2020,2020-06,2024-06,2023-06,32.9,中型SUV,黑色,前置四驱,2020,奔驰,大于20,0.00-3.01
529,奔驰C级进口 2018款 C 200 轿跑车,5.1,2018,2018-09,2024-09,2023-09,23.8,中型车,红/紫色,前置后驱,2018,奔驰,大于20,3.01-6.01
530,奔驰E级进口 2010款 E 200 CGI 优雅型,12.0,2010,2010-12,2023-12,2023-12,5.98,中大型车,银/灰色,前置后驱,2010,奔驰,4.27 - 6.23,9.01-12.01
531,MINI 2018款 1.5T ONE PLUS 五门版,1.8,2019,2019-01,2025-01,2024-01,15.98,小型车,黄/橙色,前置前驱,2019,MINI,14.10 - 16.07,0.00-3.01
532,奔驰GLE 2021款 GLE 450 4MATIC 动感型,4.3,2021,2021-09,2023-09,2023-09,73.8,中大型SUV,黑色,前置四驱,2021,奔驰,大于20,3.01-6.01
533,奔驰GLA 2016款 GLA 200 动感型,8.9,2016,2016-07,2023-07,2023-07,11.38,紧凑型SUV,白色,前置前驱,2016,奔驰,10.17 - 12.13,6.01-9.01
534,凯迪拉克XTS 2018款 28T 技术型,6.6,2019,2019-04,2025-04,2024-04,16.3,中大型车,白色,前置前驱,2019,凯迪拉克,16.07 - 18.03,6.01-9.01
535,传祺M8 2021款 大师系列 390T 至尊版,4.1,2021,2021-08,2023-08,2023-08,19.8,中大型车,蓝色,前置前驱,2021,传祺,18.03 - 20.00,3.01-6.01
536,途观L 2022款 330TSI 自动两驱R-Line越享版,2.0,2022,2022-02,2024-02,2024-02,18.98,中型SUV,白色,前置前驱,2022,途观,18.03 - 20.00,0.00-3.01
537,宝马5系新能源 2021款 535Le 豪华套装,1.6,2021,2021-07,2023-07,2023-07,34.98,中大型车,白色,前置后驱,2021,宝马,大于20,0.00-3.01
538,世纪 2023款 2.0T 四座私享版,0.7,2023,2023-02,2025-02,2024-02,70.98,大型车,黑色,前置前驱,2023,世纪,大于20,0.00-3.01
539,奥迪A4L 2016款 35 TFSI 自动舒适型,12.4,2016,2016-01,2024-01,2024-01,10.98,中型车,白色,前置前驱,2016,奥迪,10.17 - 12.13,大于12.01
540,帕萨特 2014款 1.8TSI DSG御尊版,11.0,2015,2015-02,2024-02,2024-02,8.2,中型车,黑色,前置前驱,2015,帕萨特,6.23 - 8.20,9.01-12.01
541,奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,8.5,2015,2015-03,2024-03,2024-03,15.38,中型SUV,白色,前置四驱,2015,奔驰,14.10 - 16.07,6.01-9.01
542,奔驰M级 2010款 ML 300 4MATIC,8.88,2010,2010-11,2023-11,2023-11,8.88,中大型SUV,黑色,前置四驱,2010,奔驰,8.20 - 10.17,6.01-9.01
543,逸动 2019款 高能版 1.6L GDI 自动先锋型 国VI,5.0,2019,2019-10,2023-10,2023-10,5.4,紧凑型车,白色,前置前驱,2019,逸动,4.27 - 6.23,3.01-6.01
544,Polo 2014款 1.6L Cross Polo 自动,7.3,2015,2015-11,2023-11,2023-11,5.5,小型车,香槟/棕色,前置前驱,2015,Polo,4.27 - 6.23,6.01-9.01
545,高尔夫 2017款 1.6L 自动舒适百万辆纪念版,4.2,2017,2017-08,2023-08,2023-08,7.7,紧凑型车,香槟/棕色,前置前驱,2017,高尔夫,6.23 - 8.20,3.01-6.01
546,宝马5系 2017款 525Li 豪华设计套装,7.0,2017,2017-06,2023-06,2023-06,25.1,中大型车,白色,前置后驱,2017,宝马,大于20,6.01-9.01
547,福克斯 2012款 两厢 1.6L 自动风尚型,11.0,2015,2015-07,2023-07,2023-07,5.22,紧凑型车,白色,前置前驱,2015,福克斯,4.27 - 6.23,9.01-12.01
548,途观 2013款 1.8TSI 自动四驱豪华型,12.0,2013,2013-12,2023-12,2023-12,7.88,紧凑型SUV,白色,前置四驱,2013,途观,6.23 - 8.20,9.01-12.01
549,领动 2016款 1.6L 自动智炫·精英型,5.7,2018,2018-02,2024-02,2024-02,6.5,紧凑型车,白色,前置前驱,2018,领动,6.23 - 8.20,3.01-6.01
550,雷凌 2017款 改款 185T CVT精英版 国V,8.0,2019,2019-03,2025-03,2024-03,7.6,紧凑型车,白色,前置前驱,2019,雷凌,6.23 - 8.20,6.01-9.01
551,宝马3系 2023款 320Li M运动套装,0.27,2023,2023-02,2025-02,2024-02,28.58,中型车,白色,前置后驱,2023,宝马,大于20,0.00-3.01
552,名图 2017款 1.8L 自动智能型GLS 国V,8.0,2018,2018-04,2024-04,2024-04,7.3,中型车,白色,前置前驱,2018,名图,6.23 - 8.20,6.01-9.01
553,朗逸 2018款 1.5L 自动舒适版 国V,4.5,2018,2018-07,2024-07,2023-07,8.1,紧凑型车,红/紫色,前置前驱,2018,朗逸,6.23 - 8.20,3.01-6.01
554,宝马3系 2018款 320Li xDrive 时尚型,6.3,2018,2018-07,2024-07,2023-07,18.3,中型车,银/灰色,前置四驱,2018,宝马,18.03 - 20.00,6.01-9.01
555,奔驰GLK级 2013款 改款 GLK 300 4MATIC 时尚型,11.0,2014,2014-06,2023-06,2023-06,13.66,中型SUV,银/灰色,前置四驱,2014,奔驰,12.13 - 14.10,9.01-12.01
556,奔驰C级 2022款 C 260 L 运动版,0.5,2022,2022-11,2024-11,2023-11,30.3,中型车,白色,前置后驱,2022,奔驰,大于20,0.00-3.01
557,奔驰C级 2018款 C 180 L 时尚型运动版,11.4,2017,2017-12,2023-12,2023-12,14.8,中型车,白色,前置后驱,2017,奔驰,14.10 - 16.07,9.01-12.01
558,兰德酷路泽(进口) 2020款 4.0L 中东版,3.4,2020,2020-05,2024-05,2023-05,74.8,中大型SUV,白色,前置四驱,2020,兰德酷路泽,大于20,3.01-6.01
559,捷豹I-PACE 2020款 EV400 HSE,0.6,2021,2021-09,2023-09,2023-09,25.8,中型SUV,白色,双电机四驱,2021,捷豹,大于20,0.00-3.01
560,奔驰E级 2021款 E 300 L 时尚型,3.46,2021,2021-03,2023-03,2023-03,42.98,中大型车,黑色,前置后驱,2021,奔驰,大于20,3.01-6.01
561,奔驰E级 2019款 E 260 L 运动型,6.0,2019,2019-10,2023-10,2022-10,30.58,中大型车,白色,前置后驱,2019,奔驰,大于20,3.01-6.01
562,奔驰V级 2021款 V 260 L 长轴距豪华版,0.4,2021,2021-11,2023-11,2022-11,54.6,中大型SUV,黑色,前置后驱,2021,奔驰,大于20,0.00-3.01
563,奔驰E级 2017款 E 200 运动型 4MATIC,3.9,2018,2018-01,2024-01,2023-01,26.88,中大型车,黑色,前置四驱,2018,奔驰,大于20,3.01-6.01
564,奔驰E级 2021款 改款 E 300 L 时尚型,2.2,2021,2021-04,2023-04,2023-04,43.98,中大型车,黑色,前置后驱,2021,奔驰,大于20,0.00-3.01
565,奔驰C级 2020款 改款 C 260 L 运动版,4.5,2020,2020-09,2024-09,2023-09,25.98,中型车,白色,前置后驱,2020,奔驰,大于20,3.01-6.01
566,奔驰V级 2020款 V 260 L 长轴距豪华版,2.5,2020,2020-12,2024-12,2023-12,48.9,中大型SUV,黑色,前置后驱,2020,奔驰,大于20,0.00-3.01
567,别克GL8 2023款 ES陆尊 舒适型,0.01,2023,2023-05,2025-05,2023-05,35.98,中大型车,白色,前置前驱,2023,别克,大于20,0.00-3.01
568,奔驰C级AMG 2010款 AMG C 63 动感型增强版,5.7,2011,2011-11,2023-11,2023-11,26.8,中型车,黑色,前置后驱,2011,奔驰,大于20,3.01-6.01
569,别克GL8 2018款 ES 28T 舒适型 国VI,13.0,2020,2020-03,2024-03,2024-03,22.38,中大型车,白色,前置前驱,2020,别克,大于20,大于12.01
570,思域 2019款 220TURBO CVT劲动版 国V,1.7,2022,2022-01,2024-01,2024-01,11.98,紧凑型车,白色,前置前驱,2022,思域,10.17 - 12.13,0.00-3.01
571,雨燕 2009款 1.3L 自动超值版,10.0,2010,2010-10,2023-10,2023-10,2.3,小型车,银/灰色,前置前驱,2010,雨燕,,9.01-12.01
572,骐达TIIDA 2016款 1.6L CVT酷动版,6.9,2018,2018-05,2024-05,2023-05,7.3,紧凑型车,白色,前置前驱,2018,骐达,6.23 - 8.20,6.01-9.01
573,蓝鸟 2016款 1.6L CVT炫酷版,6.0,2017,2017-12,2023-12,2023-12,6.6,紧凑型车,白色,前置前驱,2017,蓝鸟,6.23 - 8.20,3.01-6.01
574,奔驰GLA 2019款 GLA 200 时尚型,3.6,2019,2019-03,2025-03,2024-03,15.98,紧凑型SUV,白色,前置前驱,2019,奔驰,14.10 - 16.07,3.01-6.01
575,奔驰C级 2020款 C 260 L 运动版,4.5,2020,2020-06,2024-06,2023-06,23.58,中型车,蓝色,前置后驱,2020,奔驰,大于20,3.01-6.01
576,奔驰GLC 2018款 GLC 260 4MATIC 豪华型,8.8,2017,2017-11,2023-11,2023-11,22.3,中型SUV,白色,前置四驱,2017,奔驰,大于20,6.01-9.01
577,锐界 2018款 EcoBoost 245 两驱豪锐型 7座 国V,6.0,2019,2019-06,2023-06,2023-06,16.8,中型SUV,黑色,前置前驱,2019,锐界,16.07 - 18.03,3.01-6.01
578,奔驰GLA 2018款 GLA 200 时尚型,3.0,2019,2019-06,2023-06,2023-06,14.88,紧凑型SUV,红/紫色,前置前驱,2019,奔驰,14.10 - 16.07,0.00-3.01
579,奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,2.6,2021,2021-05,2023-05,2023-05,35.5,中型SUV,黑色,前置四驱,2021,奔驰,大于20,0.00-3.01
580,奔驰CLS 2020款 CLS 300 豪华型,0.2,2020,2020-11,2022-11,2022-11,58.79,中大型车,白色,前置后驱,2020,奔驰,大于20,0.00-3.01
581,奔驰E级新能源 2022款 E 350 e L 插电式混合动力轿车,1.7,2022,2022-03,2024-03,2023-03,43.28,中大型车,黑色,前置后驱,2022,奔驰,大于20,0.00-3.01
582,奔驰A级 2021款 A 200 L 运动轿车动感型,0.9,2021,2021-03,2023-03,2023-03,20.58,紧凑型车,白色,前置前驱,2021,奔驰,大于20,0.00-3.01
583,奔驰E级 2019款 E 300 L 时尚型,2.9,2019,2019-01,2023-01,2023-01,40.9,中大型车,黑色,前置后驱,2019,奔驰,大于20,0.00-3.01
584,奔驰C级 2017款 C 180 L 运动版,5.7,2017,2017-03,2023-03,2023-03,17.48,中型车,白色,前置后驱,2017,奔驰,16.07 - 18.03,3.01-6.01
585,威霆 2021款 2.0T 精英版 7座,1.3,2021,2021-05,2023-05,2023-05,35.38,中大型车,黑色,前置后驱,2021,威霆,大于20,0.00-3.01
586,奔驰E级 2017款 E 300 L 运动时尚型,6.1,2017,2017-06,2023-06,2023-06,35.2,中大型车,黑色,前置后驱,2017,奔驰,大于20,6.01-9.01
587,奔驰EQC 2020款 EQC 400 4MATIC,3.0,2020,2020-07,2024-07,2023-07,27.88,中型SUV,黑色,双电机四驱,2020,奔驰,大于20,0.00-3.01
588,奔驰GLA 2019款 GLA 200 时尚型,4.2,2019,2019-11,2023-11,2022-11,15.88,紧凑型SUV,白色,前置前驱,2019,奔驰,14.10 - 16.07,3.01-6.01
589,奔驰GLC 2019款 GLC 260 4MATIC 动感型,7.2,2019,2019-08,2023-08,2023-08,25.58,中型SUV,红/紫色,前置四驱,2019,奔驰,大于20,6.01-9.01
590,奔驰GLK级 2015款 GLK 260 4MATIC 时尚型 极致版,5.2,2015,2015-08,2023-08,2023-08,15.9,中型SUV,黑色,前置四驱,2015,奔驰,14.10 - 16.07,3.01-6.01
591,奔驰E级 2018款 改款 E 200 L,4.4,2018,2018-09,2022-09,2022-09,30.98,中大型车,黑色,前置后驱,2018,奔驰,大于20,3.01-6.01
592,思域 2016款 220TURBO CVT豪华版,4.1,2019,2019-02,2023-02,2023-02,9.58,紧凑型车,白色,前置前驱,2019,思域,8.20 - 10.17,3.01-6.01
593,奔驰GLS 2022款 GLS 450 4MATIC 豪华型,0.7,2021,2021-09,2023-09,2023-09,116.8,大型SUV,黑色,前置四驱,2021,奔驰,,0.00-3.01
594,奔驰CLA 2018款 CLA 200 时尚型,3.6,2018,2018-09,2024-09,2023-09,15.98,紧凑型车,白色,前置前驱,2018,奔驰,14.10 - 16.07,3.01-6.01
595,奔驰C级 2022款 C 260 L 运动版,0.5,2022,2022-08,2024-08,2023-08,31.98,中型车,白色,前置后驱,2022,奔驰,大于20,0.00-3.01
596,奔驰C级 2017款 改款 C 200 L 运动版,2.1,2017,2017-08,2023-08,2023-08,21.9,中型车,白色,前置后驱,2017,奔驰,大于20,0.00-3.01
597,奔驰E级 2019款 改款 E 300 L 时尚型,1.1,2019,2019-06,2023-06,2023-06,39.3,中大型车,黑色,前置后驱,2019,奔驰,大于20,0.00-3.01
598,奔驰CLA 2018款 CLA 200 动感型,3.3,2018,2018-12,2022-12,2022-12,16.98,紧凑型车,白色,前置前驱,2018,奔驰,16.07 - 18.03,3.01-6.01
599,奔驰C级 2022款 C 200 L 运动版,0.2,2022,2022-04,2024-04,2023-04,28.98,中型车,白色,前置后驱,2022,奔驰,大于20,0.00-3.01
600,奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,6.7,2014,2014-04,2023-04,2023-04,12.98,中型SUV,白色,前置四驱,2014,奔驰,12.13 - 14.10,6.01-9.01
601,奔驰A级AMG 2020款 AMG A 35 L 4MATIC,0.4,2021,2021-10,2023-10,2023-10,30.88,紧凑型车,银/灰色,前置四驱,2021,奔驰,大于20,0.00-3.01
602,奔驰A级 2019款 A 180 L 运动轿车,1.9,2019,2019-05,2023-05,2023-05,14.68,紧凑型车,白色,前置前驱,2019,奔驰,14.10 - 16.07,0.00-3.01
603,奔驰EQC 2022款 EQC 400 4MATIC,1.1,2022,2022-04,2024-04,2024-04,26.88,中型SUV,黑色,双电机四驱,2022,奔驰,大于20,0.00-3.01
604,骐达TIIDA 2016款 1.6L CVT智行版,4.0,2017,2017-09,2023-09,2023-09,6.8,紧凑型车,红/紫色,前置前驱,2017,骐达,6.23 - 8.20,3.01-6.01
605,宝马M5 2014款 M5 马年限量版,10.19,2014,2014-05,2023-05,2023-05,43.8,中大型车,白色,前置后驱,2014,宝马,大于20,9.01-12.01
606,帕杰罗(进口)V97 2019款 3.8L 中东版,6.3,2020,2020-04,2024-04,2024-04,28.88,中大型SUV,白色,前置四驱,2020,帕杰罗,大于20,6.01-9.01
607,揽胜运动版 2014款 3.0 SC V6 智利红限量版,12.0,2014,2014-09,2023-09,2023-09,36.98,中大型SUV,红/紫色,前置四驱,2014,揽胜,大于20,9.01-12.01
